model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Norwegian_Bokmal	definite_noun	mBERT-r2l	first	95.5	92.5
mBERT	Norwegian_Bokmal	definite_noun	mBERT-r2l	last	98.5	99.5
mBERT	Norwegian_Bokmal	gender_noun	mBERT-r2l	first	59.70149253731343	56.71641791044776
mBERT	Norwegian_Bokmal	gender_noun	mBERT-r2l	last	83.08457711442786	73.6318407960199
mBERT	Norwegian_Bokmal	number_adj	mBERT-r2l	first	85.0	82.5
mBERT	Norwegian_Bokmal	number_adj	mBERT-r2l	last	85.5	85.5
mBERT	Norwegian_Bokmal	number_noun	mBERT-r2l	first	91.0	86.0
mBERT	Norwegian_Bokmal	number_noun	mBERT-r2l	last	95.0	93.5
mBERT	Norwegian_Bokmal	tense_verb	mBERT-r2l	first	90.5	82.0
mBERT	Norwegian_Bokmal	tense_verb	mBERT-r2l	last	99.0	99.0
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-r2l	first	89.55223880597015	89.05472636815921
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-r2l	last	91.54228855721394	88.55721393034825
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-r2l	first	95.5	95.0
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-r2l	last	97.0	94.0
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-r2l	first	91.5	88.5
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-r2l	last	99.5	98.0
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-r2l	first	64.6766169154229	62.189054726368155
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-r2l	last	81.59203980099502	84.5771144278607
mBERT	Norwegian_Nynorsk	number_adj	mBERT-r2l	first	91.0	85.0
mBERT	Norwegian_Nynorsk	number_adj	mBERT-r2l	last	95.5	87.5
mBERT	Norwegian_Nynorsk	number_noun	mBERT-r2l	first	81.5	78.0
mBERT	Norwegian_Nynorsk	number_noun	mBERT-r2l	last	87.0	90.0
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-r2l	first	86.0	82.0
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-r2l	last	98.0	93.0
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-r2l	first	81.5	76.61691542288557
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-r2l	last	81.5	81.59203980099502
mBERT	Persian	number_noun	mBERT-r2l	first	80.0	80.0
mBERT	Persian	number_noun	mBERT-r2l	last	94.0	92.0
mBERT	Polish	animacy_adj	mBERT-r2l	first	68.5	70.0
mBERT	Polish	animacy_adj	mBERT-r2l	last	68.0	77.5
mBERT	Polish	animacy_noun	mBERT-r2l	first	62.5	65.17412935323384
mBERT	Polish	animacy_noun	mBERT-r2l	last	66.5	65.67164179104478
mBERT	Polish	aspect_adj	mBERT-r2l	first	86.0	84.5
mBERT	Polish	aspect_adj	mBERT-r2l	last	86.5	89.0
mBERT	Polish	aspect_verb	mBERT-r2l	first	71.0	70.0
mBERT	Polish	aspect_verb	mBERT-r2l	last	79.5	75.0
mBERT	Polish	case_adj	mBERT-r2l	first	82.5	76.0
mBERT	Polish	case_adj	mBERT-r2l	last	84.0	77.0
mBERT	Polish	case_propn	mBERT-r2l	first	73.76237623762376	72.5
mBERT	Polish	case_propn	mBERT-r2l	last	66.83168316831683	65.0
mBERT	Polish	gender_adj	mBERT-r2l	first	68.65671641791045	63.681592039801
mBERT	Polish	gender_adj	mBERT-r2l	last	75.62189054726367	71.14427860696517
mBERT	Polish	gender_noun	mBERT-r2l	first	69.15422885572139	70.64676616915423
mBERT	Polish	gender_noun	mBERT-r2l	last	87.06467661691542	78.60696517412936
mBERT	Polish	gender_propn	mBERT-r2l	first	63.681592039801	66.5
mBERT	Polish	gender_propn	mBERT-r2l	last	66.66666666666666	63.5
mBERT	Polish	gender_verb	mBERT-r2l	first	91.54228855721394	91.04477611940298
mBERT	Polish	gender_verb	mBERT-r2l	last	93.03482587064677	92.53731343283582
mBERT	Polish	mood_verb	mBERT-r2l	first	93.5	87.0
mBERT	Polish	mood_verb	mBERT-r2l	last	98.5	98.0
mBERT	Polish	number_adj	mBERT-r2l	first	92.5	88.0
mBERT	Polish	number_adj	mBERT-r2l	last	94.5	89.5
mBERT	Polish	number_noun	mBERT-r2l	first	88.5	81.5
mBERT	Polish	number_noun	mBERT-r2l	last	91.0	87.5
mBERT	Polish	number_verb	mBERT-r2l	first	92.5	91.0
mBERT	Polish	number_verb	mBERT-r2l	last	99.0	99.0
mBERT	Polish	person_verb	mBERT-r2l	first	88.05970149253731	83.0
mBERT	Polish	person_verb	mBERT-r2l	last	99.50248756218906	99.0
mBERT	Polish	subgender_adj	mBERT-r2l	first	74.0	77.5
mBERT	Polish	subgender_adj	mBERT-r2l	last	81.0	75.0
mBERT	Polish	tense_verb	mBERT-r2l	first	73.6318407960199	74.5
mBERT	Polish	tense_verb	mBERT-r2l	last	82.58706467661692	83.0
mBERT	Polish	verbform_verb	mBERT-r2l	first	82.0	83.16831683168317
mBERT	Polish	verbform_verb	mBERT-r2l	last	90.0	89.10891089108911
mBERT	Polish	voice_adj	mBERT-r2l	first	99.0	96.0
mBERT	Polish	voice_adj	mBERT-r2l	last	100.0	99.5
mBERT	Portuguese	gender_noun	mBERT-r2l	first	95.0	94.0
mBERT	Portuguese	gender_noun	mBERT-r2l	last	94.5	93.5
mBERT	Portuguese	gender_propn	mBERT-r2l	first	87.5	69.5
mBERT	Portuguese	gender_propn	mBERT-r2l	last	72.5	65.0
mBERT	Portuguese	number_noun	mBERT-r2l	first	99.0	97.5
mBERT	Portuguese	number_noun	mBERT-r2l	last	100.0	98.5
mBERT	Portuguese	number_verb	mBERT-r2l	first	97.0	94.5
mBERT	Portuguese	number_verb	mBERT-r2l	last	99.5	99.5
mBERT	Romanian	definite_noun	mBERT-r2l	first	93.0	88.5
mBERT	Romanian	definite_noun	mBERT-r2l	last	97.5	92.5
mBERT	Romanian	gender_adj	mBERT-r2l	first	95.0	94.5
mBERT	Romanian	gender_adj	mBERT-r2l	last	98.5	98.0
mBERT	Romanian	gender_noun	mBERT-r2l	first	92.5	84.5
mBERT	Romanian	gender_noun	mBERT-r2l	last	96.0	92.0
mBERT	Romanian	mood_verb	mBERT-r2l	first	82.58706467661692	74.6268656716418
mBERT	Romanian	mood_verb	mBERT-r2l	last	83.5820895522388	79.60199004975125
mBERT	Romanian	number_adj	mBERT-r2l	first	90.5	89.5
mBERT	Romanian	number_adj	mBERT-r2l	last	92.5	97.0
mBERT	Romanian	number_noun	mBERT-r2l	first	93.0	91.5
mBERT	Romanian	number_noun	mBERT-r2l	last	96.0	95.5
mBERT	Romanian	number_verb	mBERT-r2l	first	76.5	74.5
mBERT	Romanian	number_verb	mBERT-r2l	last	93.0	86.0
mBERT	Romanian	person_verb	mBERT-r2l	first	85.0	75.62189054726367
mBERT	Romanian	person_verb	mBERT-r2l	last	88.0	84.5771144278607
mBERT	Romanian	tense_verb	mBERT-r2l	first	74.25742574257426	73.0
mBERT	Romanian	tense_verb	mBERT-r2l	last	91.5841584158416	86.0
mBERT	Romanian	verbform_verb	mBERT-r2l	first	88.0	82.5
mBERT	Romanian	verbform_verb	mBERT-r2l	last	90.5	88.5
mBERT	Russian	animacy_adj	mBERT-r2l	first	82.5	74.0
mBERT	Russian	animacy_adj	mBERT-r2l	last	79.0	81.0
mBERT	Russian	animacy_noun	mBERT-r2l	first	79.0	72.0
mBERT	Russian	animacy_noun	mBERT-r2l	last	80.0	75.0
mBERT	Russian	animacy_propn	mBERT-r2l	first	83.0	78.5
mBERT	Russian	animacy_propn	mBERT-r2l	last	79.5	77.0
mBERT	Russian	aspect_verb	mBERT-r2l	first	75.5	72.5
mBERT	Russian	aspect_verb	mBERT-r2l	last	87.0	82.0
mBERT	Russian	case_adj	mBERT-r2l	first	82.35294117647058	82.35294117647058
mBERT	Russian	case_adj	mBERT-r2l	last	86.76470588235294	81.37254901960785
mBERT	Russian	case_noun	mBERT-r2l	first	80.3921568627451	78.92156862745098
mBERT	Russian	case_noun	mBERT-r2l	last	82.84313725490196	75.49019607843137
mBERT	Russian	case_propn	mBERT-r2l	first	71.56862745098039	70.58823529411765
mBERT	Russian	case_propn	mBERT-r2l	last	67.64705882352942	64.70588235294117
mBERT	Russian	case_verb	mBERT-r2l	first	74.01960784313727	74.01960784313727
mBERT	Russian	case_verb	mBERT-r2l	last	79.90196078431373	75.98039215686273
mBERT	Russian	gender_adj	mBERT-r2l	first	80.59701492537313	76.61691542288557
mBERT	Russian	gender_adj	mBERT-r2l	last	95.02487562189056	91.04477611940298
mBERT	Russian	gender_noun	mBERT-r2l	first	72.636815920398	65.67164179104478
mBERT	Russian	gender_noun	mBERT-r2l	last	83.08457711442786	82.58706467661692
mBERT	Russian	gender_propn	mBERT-r2l	first	66.16915422885572	57.711442786069654
mBERT	Russian	gender_propn	mBERT-r2l	last	72.636815920398	56.21890547263681
mBERT	Russian	gender_verb	mBERT-r2l	first	91.54228855721394	86.56716417910447
mBERT	Russian	gender_verb	mBERT-r2l	last	97.51243781094529	92.53731343283582
mBERT	Russian	mood_verb	mBERT-r2l	first	85.0	88.5
mBERT	Russian	mood_verb	mBERT-r2l	last	95.0	98.0
mBERT	Russian	number_adj	mBERT-r2l	first	98.0	96.5
mBERT	Russian	number_adj	mBERT-r2l	last	100.0	97.0
mBERT	Russian	number_noun	mBERT-r2l	first	91.0	87.5
mBERT	Russian	number_noun	mBERT-r2l	last	94.5	90.5
mBERT	Russian	number_verb	mBERT-r2l	first	94.5	94.0
mBERT	Russian	number_verb	mBERT-r2l	last	98.5	96.5
mBERT	Russian	person_verb	mBERT-r2l	first	92.03980099502488	91.54228855721394
mBERT	Russian	person_verb	mBERT-r2l	last	99.50248756218906	99.00497512437812
mBERT	Russian	tense_verb	mBERT-r2l	first	81.59203980099502	79.60199004975125
mBERT	Russian	tense_verb	mBERT-r2l	last	90.04975124378109	88.05970149253731
mBERT	Russian	verbform_verb	mBERT-r2l	first	91.5	90.5
mBERT	Russian	verbform_verb	mBERT-r2l	last	99.0	96.5
mBERT	Russian	voice_verb	mBERT-r2l	first	89.55223880597015	86.56716417910447
mBERT	Russian	voice_verb	mBERT-r2l	last	95.52238805970148	93.53233830845772
mBERT	Serbian	case_noun	mBERT-r2l	first	71.92118226600985	70.64676616915423
mBERT	Serbian	case_noun	mBERT-r2l	last	68.96551724137932	61.19402985074627
mBERT	Serbian	gender_adj	mBERT-r2l	first	62.68656716417911	60.69651741293532
mBERT	Serbian	gender_adj	mBERT-r2l	last	81.09452736318407	80.09950248756219
mBERT	Serbian	gender_noun	mBERT-r2l	first	72.13930348258707	70.64676616915423
mBERT	Serbian	gender_noun	mBERT-r2l	last	80.09950248756219	77.11442786069652
mBERT	Serbian	number_adj	mBERT-r2l	first	84.5	89.5
mBERT	Serbian	number_adj	mBERT-r2l	last	86.5	94.0
mBERT	Serbian	number_noun	mBERT-r2l	first	83.5	84.0
mBERT	Serbian	number_noun	mBERT-r2l	last	83.0	81.5
mBERT	Serbian	number_verb	mBERT-r2l	first	87.0	82.5
mBERT	Serbian	number_verb	mBERT-r2l	last	94.5	96.0
mBERT	Slovak	animacy_adj	mBERT-r2l	first	66.0	71.0
mBERT	Slovak	animacy_adj	mBERT-r2l	last	80.0	83.0
mBERT	Slovak	animacy_noun	mBERT-r2l	first	82.5	81.0
mBERT	Slovak	animacy_noun	mBERT-r2l	last	79.5	91.5
mBERT	Slovak	aspect_verb	mBERT-r2l	first	73.0	69.0
mBERT	Slovak	aspect_verb	mBERT-r2l	last	85.5	81.0
mBERT	Slovak	case_noun	mBERT-r2l	first	73.52941176470588	68.62745098039215
mBERT	Slovak	case_noun	mBERT-r2l	last	72.54901960784314	78.43137254901961
mBERT	Slovak	gender_adj	mBERT-r2l	first	58.2089552238806	64.17910447761194
mBERT	Slovak	gender_adj	mBERT-r2l	last	77.61194029850746	76.61691542288557
mBERT	Slovak	gender_noun	mBERT-r2l	first	70.64676616915423	66.16915422885572
mBERT	Slovak	gender_noun	mBERT-r2l	last	83.08457711442786	79.60199004975125
mBERT	Slovak	gender_verb	mBERT-r2l	first	77.11442786069652	76.5
mBERT	Slovak	gender_verb	mBERT-r2l	last	86.56716417910447	83.5
mBERT	Slovak	number_adj	mBERT-r2l	first	89.5	84.5
mBERT	Slovak	number_adj	mBERT-r2l	last	94.0	94.0
mBERT	Slovak	number_noun	mBERT-r2l	first	86.0	90.5
mBERT	Slovak	number_noun	mBERT-r2l	last	87.5	88.5
mBERT	Slovak	number_verb	mBERT-r2l	first	94.5	92.0
mBERT	Slovak	number_verb	mBERT-r2l	last	99.0	97.5
mBERT	Slovak	tense_verb	mBERT-r2l	first	92.5	92.0
mBERT	Slovak	tense_verb	mBERT-r2l	last	99.0	100.0
mBERT	Slovak	verbform_verb	mBERT-r2l	first	88.05970149253731	93.5
mBERT	Slovak	verbform_verb	mBERT-r2l	last	99.50248756218906	100.0
mBERT	Slovenian	aspect_verb	mBERT-r2l	first	71.5	72.5
mBERT	Slovenian	aspect_verb	mBERT-r2l	last	78.0	82.5
mBERT	Slovenian	case_adj	mBERT-r2l	first	71.14427860696517	69.15422885572139
mBERT	Slovenian	case_adj	mBERT-r2l	last	73.6318407960199	73.6318407960199
mBERT	Slovenian	case_noun	mBERT-r2l	first	63.725490196078425	70.58823529411765
mBERT	Slovenian	case_noun	mBERT-r2l	last	64.70588235294117	62.745098039215684
mBERT	Slovenian	gender_adj	mBERT-r2l	first	61.19402985074627	56.71641791044776
mBERT	Slovenian	gender_adj	mBERT-r2l	last	65.17412935323384	65.67164179104478
mBERT	Slovenian	gender_noun	mBERT-r2l	first	68.65671641791045	55.72139303482587
mBERT	Slovenian	gender_noun	mBERT-r2l	last	86.56716417910447	77.11442786069652
mBERT	Slovenian	number_adj	mBERT-r2l	first	90.0	85.5
mBERT	Slovenian	number_adj	mBERT-r2l	last	87.5	88.0
mBERT	Slovenian	person_verb	mBERT-r2l	first	88.0	78.1094527363184
mBERT	Slovenian	person_verb	mBERT-r2l	last	98.5	94.5273631840796
mBERT	Slovenian	verbform_verb	mBERT-r2l	first	92.03980099502488	90.04975124378109
mBERT	Slovenian	verbform_verb	mBERT-r2l	last	99.50248756218906	97.01492537313432
mBERT	Spanish	gender_adj	mBERT-r2l	first	99.0	94.0
mBERT	Spanish	gender_adj	mBERT-r2l	last	100.0	95.5
mBERT	Spanish	gender_noun	mBERT-r2l	first	94.0	94.0
mBERT	Spanish	gender_noun	mBERT-r2l	last	95.5	95.5
mBERT	Spanish	number_adj	mBERT-r2l	first	99.5	98.0
mBERT	Spanish	number_adj	mBERT-r2l	last	100.0	99.5
mBERT	Spanish	number_noun	mBERT-r2l	first	99.5	96.5
mBERT	Spanish	number_noun	mBERT-r2l	last	98.5	98.0
mBERT	Spanish	number_verb	mBERT-r2l	first	91.0	91.0
mBERT	Spanish	number_verb	mBERT-r2l	last	99.5	99.0
mBERT	Spanish	tense_verb	mBERT-r2l	first	77.5	68.0
mBERT	Spanish	tense_verb	mBERT-r2l	last	96.0	86.5
mBERT	Spanish	verbform_verb	mBERT-r2l	first	89.5	89.0
mBERT	Spanish	verbform_verb	mBERT-r2l	last	95.5	98.0
mBERT	Swedish	case_noun	mBERT-r2l	first	91.0	87.5
mBERT	Swedish	case_noun	mBERT-r2l	last	99.5	98.5
mBERT	Swedish	definite_adj	mBERT-r2l	first	79.5	83.5
mBERT	Swedish	definite_adj	mBERT-r2l	last	89.5	90.5
mBERT	Swedish	definite_noun	mBERT-r2l	first	90.0	88.5
mBERT	Swedish	definite_noun	mBERT-r2l	last	97.0	96.0
mBERT	Swedish	gender_noun	mBERT-r2l	first	78.5	73.5
mBERT	Swedish	gender_noun	mBERT-r2l	last	89.5	85.0
mBERT	Swedish	number_adj	mBERT-r2l	first	85.0	82.5
mBERT	Swedish	number_adj	mBERT-r2l	last	89.5	81.0
mBERT	Swedish	number_noun	mBERT-r2l	first	81.5	85.0
mBERT	Swedish	number_noun	mBERT-r2l	last	86.0	84.0
mBERT	Swedish	tense_verb	mBERT-r2l	first	89.0	83.0
